USER 1,USER 2,MOVIE,RATING 1,RATING 2,DIFFERENCE
9883,8050,93191,9,8,1
9883,32570,105151,10,8,2
9883,11009,92699,8,7,1
9883,29047,91355,9,9,0
9883,28669,84335,9,10,1
9911,22796,103060,3,5,2
9911,21370,107614,7,7,0
9918,2168,108052,9,10,1
9918,35477,111282,7,7,0
9932,27839,112864,8,8,0
9932,1790,112573,8,10,2
9932,35176,112453,8,10,2
9932,35176,113497,8,10,2
9932,12652,110475,7,8,1
9932,7790,113540,7,7,0
9956,9650,86879,8,10,2
9976,40,102926,10,8,2
9976,24897,86567,8,8,0
9976,35468,112431,8,8,0
9982,20355,85407,10,7,3
9995,9006,105323,9,8,1
9995,9006,105695,8,8,0
9995,32648,74958,8,7,1
10001,16485,112573,10,9,1
10018,15729,112471,10,9,1
10018,35734,112818,8,8,0
10018,7029,106856,7,9,2
10018,11009,102943,1,5,4
10018,27534,110932,8,7,1
10018,8050,86197,8,8,0
10018,2401,76723,6,7,1
10018,33878,76363,3,8,5
10018,17801,99422,3,8,5
10018,17801,101587,5,8,3
10018,17801,103855,6,8,2
10018,20901,109635,6,7,1
10018,7103,74512,4,7,3
10018,20446,106881,9,8,1
10025,3781,110989,7,8,1
10025,21370,110475,8,7,1
10042,28182,80319,8,6,2
10042,22090,102511,7,7,0
10042,22628,87182,5,5,0
10042,30907,95776,6,3,3
10042,13492,103241,7,8,1
10042,17527,85959,8,9,1
10042,31096,77288,8,4,4
10042,11009,96764,7,8,1
10046,10729,110932,10,5,5
10054,7113,111161,10,10,0
10077,7686,90605,10,8,2
10077,11599,96895,8,10,2
10084,25465,70666,7,7,0
10103,34225,113277,10,10,0
10103,14316,112641,10,7,3
10103,22532,108052,10,10,0
10103,2684,109686,10,10,0
10108,19240,75686,7,8,1
10108,29079,88763,10,7,3
10108,8050,74958,8,8,0
10113,198,111503,8,8,0
10113,27534,112864,6,9,3
10113,7607,102266,7,5,2
10113,7039,105698,6,6,0
10113,13376,103874,6,8,2
10113,13376,111438,5,7,2
10113,32010,107362,7,5,2
10113,17801,112642,5,8,3
10133,20208,90756,8,7,1
10133,20937,108394,9,9,0
10133,20937,111507,6,10,4
10133,6881,95327,7,10,3
10133,29158,92593,5,10,5
10133,28669,101765,10,10,0
10133,20446,113464,8,8,0
10153,25865,111161,10,9,1
10153,28437,109830,10,10,0
10161,28050,110912,9,8,1
10171,7706,94761,8,4,4
10186,8162,110912,9,9,0
10186,25900,107818,8,7,1
10186,2731,107207,9,7,2
10186,16359,112442,6,4,2
10186,33752,106977,8,7,1
10217,2458,78748,10,10,0
10217,2458,105236,9,9,0
10217,14439,101507,9,10,1
10217,4667,110632,2,1,1
10217,6579,113101,6,6,0
10224,290,93010,8,7,1
10224,12903,94291,7,7,0
10224,13376,105275,7,7,0
10235,10263,110912,10,8,2
10239,16214,94012,5,8,3
10239,24406,112471,8,10,2
10239,32183,107048,10,8,2
10239,35469,88794,7,8,1
10239,6414,91680,4,10,6
10263,27314,95016,9,8,1
10263,26049,105236,9,10,1
10263,3430,110912,8,8,0
10263,2684,109040,6,10,4
10263,7311,113497,6,9,3
10279,35844,111161,10,10,0
10291,32804,75675,6,8,2
10291,11009,83944,7,9,2
10293,9283,107151,8,1,7
10293,35550,113101,8,9,1
10293,16466,110148,10,8,2
10293,17704,107688,10,9,1
10293,17704,110005,8,7,1
10318,12321,112384,8,8,0
10318,12321,113492,6,7,1
10318,34523,108358,8,8,0
10365,11009,94663,10,7,3
10382,1430,102926,8,8,0
10382,2842,112471,8,8,0
10391,17128,112471,10,9,1
10391,13793,93870,9,10,1
10440,24356,95179,5,4,1
10440,24356,110912,9,9,0
10440,12652,96895,8,7,1
10440,12652,103776,7,6,1
10440,29760,100157,8,8,0
10440,29760,105695,9,8,1
10440,29976,95963,6,9,3
10440,29976,106308,6,3,3
10495,9650,97937,9,9,0
10495,9650,99685,10,10,0
10495,9650,107207,10,10,0
10495,2677,105695,9,9,0
10495,2842,110322,9,9,0
10495,16749,102138,10,9,1
10495,22286,99088,8,7,1
10514,2927,97576,9,9,0
10514,4667,94721,9,5,4
10514,20546,106308,9,10,1
10514,32112,107688,9,8,1
10514,14436,99487,9,9,0
10528,20081,108330,6,7,1
10538,7712,99785,8,7,1
10538,7093,95327,8,8,0
10538,7093,112471,9,9,0
10538,7093,112641,9,10,1
10538,35477,93493,1,5,4
10538,17879,99653,7,9,2
10538,36058,103767,9,8,1
10541,14157,82971,10,8,2
10541,15968,80745,3,8,5
10541,23394,80684,9,10,1
10541,29760,79945,6,7,1
10541,13376,88933,6,6,0
10554,191,111161,10,9,1
10554,2684,103874,10,7,3
10557,30600,96874,6,9,3
10557,14286,92007,4,8,4
10557,21278,94336,10,8,2
10557,4889,92067,8,8,0
10557,4889,104652,7,7,0
10557,36058,107653,9,8,1
10561,24760,99685,10,9,1
10561,27487,93773,8,7,1
10579,35574,102975,8,7,1
10579,35574,103060,8,7,1
10579,35574,103064,8,10,2
10579,35574,104431,8,7,1
10579,35574,107688,10,7,3
10579,35574,109686,10,10,0
10579,35574,110475,7,8,1
10579,35574,111280,6,7,1
10579,35574,111503,7,8,1
10579,35574,113497,9,9,0
10579,29224,102510,8,8,0
10579,29224,110622,7,6,1
10579,29224,113189,10,7,3
10579,26902,105695,9,10,1
10579,26902,106308,8,8,0
10579,26902,106364,9,9,0
10579,26902,107290,10,10,0
10579,26902,109830,9,10,1
10579,26902,110357,9,10,1
10579,26902,110912,8,10,2
10579,29976,105698,10,8,2
10579,13793,103644,6,4,2
10579,13793,106697,8,8,0
10579,13793,107254,5,4,1
10579,35176,103639,10,10,0
10579,35176,112864,8,7,1
10579,34849,107659,8,7,1
10579,16250,108052,9,10,1
10579,16250,111161,8,10,2
10579,13376,106856,8,8,0
10579,13376,112384,8,8,0
10579,13376,113492,6,8,2
10579,4667,104694,9,8,1
10579,4667,111301,10,1,9
10579,3187,107977,10,7,3
10579,16969,108255,8,4,4
10579,25404,104009,6,4,2
10579,33670,104940,9,7,2
10579,27094,111070,8,9,1
10579,6623,107206,8,7,1
10579,9537,110364,8,10,2
10579,26872,103003,8,4,4
10579,26872,106677,8,7,1
10579,26872,107985,7,8,1
10579,26872,109520,8,8,0
10579,26872,112572,7,6,1
10579,13648,103939,9,8,1
10579,13648,107144,8,7,1
10579,17801,102266,7,7,0
10579,16282,104868,7,9,2
10579,21883,112499,6,3,3
10579,24174,104187,6,7,1
10579,7790,113419,6,6,0
10579,19931,106761,5,10,5
10623,33945,105793,9,7,2
10623,28902,106918,7,6,1
10623,15516,109676,6,10,4
10652,7093,105236,8,9,1
10652,7093,105695,8,10,2
10652,7093,113277,9,9,0
10652,9054,111161,9,10,1
10652,4875,105323,8,9,1
10652,9722,104348,8,7,1
10652,22368,112818,8,7,1
10652,26893,104691,8,6,2
10652,16258,103874,8,6,2
10662,6680,93773,8,8,0
10662,4246,93886,7,7,0
10667,22286,96874,8,8,0
10667,22286,99088,9,7,2
10703,35197,103064,10,7,3
10703,32294,109445,8,9,1
10703,5109,111257,8,9,1
10729,11978,97576,5,8,3
10729,30239,101414,8,8,0
10729,4137,102926,9,10,1
10729,20543,92965,5,7,2
10729,26902,104036,8,8,0
10729,14436,105265,7,9,2
10729,9283,96794,6,8,2
10729,9283,110932,5,9,4
10734,34261,111161,9,10,1
10762,2487,111161,10,10,0
10762,1183,109506,10,10,0
10762,32560,108071,10,6,4
10762,1449,110005,9,5,4
10767,1813,108052,10,10,0
10767,7447,111161,9,10,1
10802,22744,97742,7,6,1
10802,22744,113189,8,8,0
10802,4472,99685,9,10,1
10802,34060,99674,8,10,2
10802,34449,108052,9,8,1
10802,24572,93058,8,8,0
10802,24572,112641,9,9,0
10802,76,94963,6,3,3
10802,4246,106856,8,6,2
10802,13793,103919,5,7,2
10802,17800,100157,8,8,0
10802,18304,106246,8,7,1
10802,35477,104952,7,7,0
10807,26049,105236,9,10,1
10807,16282,110989,2,3,1
10807,1895,110357,6,9,3
10808,11019,113277,8,8,0
10808,11443,105695,9,9,0
10808,18878,105236,8,6,2
10808,34849,103805,7,8,1
10823,21182,107290,9,7,2
10823,34849,93777,8,8,0
10823,20446,97165,9,10,1
10832,7706,103919,9,3,6
10835,33769,112471,8,10,2
10839,32853,87363,9,3,6
10839,12059,91763,8,9,1
10839,25656,112384,9,8,1
10839,10579,93870,8,9,1
10839,34849,96754,8,10,2
10839,13376,112442,8,6,2
10845,4007,81398,9,10,1
10845,11009,71115,6,5,1
10869,5528,107822,7,9,2
10869,6414,97108,7,8,1
10869,32597,98253,7,8,1
10887,35468,94332,8,6,2
10893,23021,105236,8,9,1
10893,13795,97441,8,9,1
10898,8322,110912,10,9,1
10918,4884,60827,10,8,2
10918,32570,54389,8,9,1
10926,4105,111070,8,10,2
10932,16214,110413,8,9,1
10960,21082,81505,7,8,1
10960,9455,93177,5,9,4
10984,13087,109686,7,9,2
10984,1027,104070,7,10,3
10984,6372,104431,10,10,0
10984,25822,112641,9,9,0
10984,26872,106677,8,7,1
10984,26872,106965,5,9,4
10984,22455,109254,6,8,2
10984,35176,113114,5,10,5
10984,25404,109445,8,8,0
10984,23614,105323,8,8,0
10984,6579,112697,10,6,4
10984,14157,113247,9,7,2
10984,13648,104815,9,5,4
10984,34429,113243,6,7,1
10984,35469,110265,5,7,2
10996,32112,111161,10,10,0
10996,30691,86250,9,10,1
11009,28914,95016,10,8,2
11009,28914,95765,8,8,0
11009,28914,105695,10,8,2
11009,28914,107048,8,7,1
11009,28914,110413,8,9,1
11009,28914,113277,10,8,2
11009,7103,94012,5,5,0
11009,7103,94291,9,10,1
11009,7103,95174,8,7,1
11009,7103,96446,4,7,3
11009,7103,97216,8,7,1
11009,7103,97958,7,8,1
11009,7103,100150,8,8,0
11009,7103,102138,10,8,2
11009,7103,108394,9,6,3
11009,7103,112384,9,7,2
11009,27646,104779,7,8,1
11009,27646,109707,9,9,0
11009,13376,93870,9,10,1
11009,13376,94226,10,9,1
11009,13376,96061,7,7,0
11009,13376,99487,8,8,0
11009,13376,99674,8,8,0
11009,13376,99785,7,9,2
11009,13376,99871,8,6,2
11009,13376,100403,7,7,0
11009,13376,101540,8,8,0
11009,13376,102685,7,7,0
11009,13376,103074,6,7,1
11009,13376,103874,8,8,0
11009,13376,105690,5,8,3
11009,13376,106519,9,9,0
11009,13376,106582,8,10,2
11009,13376,106977,9,8,1
11009,13376,111255,4,7,3
11009,32570,101829,9,8,1
11009,13648,96895,10,9,1
11009,13648,96969,10,5,5
11009,13648,102926,10,5,5
11009,13648,103776,5,8,3
11009,13648,104691,8,8,0
11009,13648,105217,5,7,2
11009,13648,106677,9,7,2
11009,13648,106918,7,7,0
11009,13648,107206,9,5,4
11009,13648,110148,8,7,1
11009,13648,111503,8,7,1
11009,34849,94138,6,7,1
11009,34849,95958,3,8,5
11009,34849,95963,5,6,1
11009,8050,93822,8,8,0
11009,8050,94964,9,8,1
11009,8050,110074,7,7,0
11009,21703,94663,7,7,0
11009,21703,101410,8,6,2
11009,7093,97165,8,8,0
11009,11510,106226,9,6,3
11009,28968,104348,10,8,2
11009,20294,105793,8,2,6
11009,22900,105378,6,8,2
11009,8760,100263,7,8,1
11009,25404,107688,9,10,1
11009,20901,96933,9,6,3
11009,20901,99165,5,5,0
11009,20901,102789,3,7,4
11009,20901,102975,9,7,2
11009,20901,110771,6,6,0
11009,20901,113161,9,9,0
11009,34429,105265,9,7,2
11009,32378,104797,9,8,1
11009,19127,95250,8,7,1
11009,25878,98382,5,10,5
11009,21456,96764,8,7,1
11009,8944,110955,4,9,5
11009,9283,98621,7,6,1
11009,6623,102803,8,7,1
11009,20446,101889,7,10,3
11009,3909,104684,9,8,1
11009,10579,105698,7,10,3
11009,21149,97027,8,7,1
11009,33618,102943,5,7,2
11009,2578,113451,4,5,1
11009,16250,104850,5,10,5
11009,15644,98282,6,9,3
11009,2870,110365,8,5,3
11009,7790,100944,8,7,1
11009,11127,94747,9,9,0
11009,6414,107286,8,7,1
11009,295,94008,7,10,3
11009,15251,111477,6,7,1
11009,33711,103035,5,7,2
11009,35469,98994,7,6,1
11009,35469,109579,8,7,1
11009,35469,112857,8,6,2
11009,16282,96219,8,8,0
11009,25735,102048,8,6,2
11009,2716,100142,8,10,2
11019,17571,109830,9,9,0
11019,11461,108052,10,10,0
11019,34043,113277,8,10,2
11035,9283,88011,8,7,1
11047,20446,94608,8,9,1
11066,33421,109830,8,8,0
11066,20545,97576,9,10,1
11066,5754,110357,10,9,1
11073,17751,99685,8,10,2
11073,17751,109686,7,10,3
11073,19185,112641,8,10,2
11073,19372,106977,7,9,2
11073,32010,109040,8,9,1
11073,13648,102059,6,8,2
11073,13648,110148,7,7,0
11073,7946,110997,6,8,2
11081,27839,112864,8,8,0
11081,19185,113481,7,7,0
11081,19185,113492,6,7,1
11081,18052,112573,9,8,1
11113,27045,104431,8,6,2
11137,7640,110912,10,7,3
11137,23884,89880,10,7,3
11137,17801,95956,10,7,3
11159,10767,108052,10,10,0
11159,32207,105323,10,9,1
11200,1530,110912,10,9,1
11200,7412,106697,6,6,0
11200,17801,102057,6,9,3
11200,17801,103776,6,8,2
11200,21278,110527,6,7,1
11200,27534,110632,6,8,2
11200,6680,100403,6,5,1
11200,10579,104940,8,9,1
11200,3943,110428,7,7,0
11200,35477,105112,7,6,1
11220,3544,107207,9,9,0
11220,3544,108052,7,9,2
11220,9650,105323,8,10,2
11220,33390,107818,7,8,1
11220,27002,112573,7,10,3
11220,23678,100681,8,9,1
11234,20281,66921,7,10,3
11234,20281,112471,8,9,1
11234,3909,102926,8,7,1
11234,11371,56592,9,8,1
11234,7103,68611,7,7,0
11260,7447,111161,10,10,0
11273,8050,104029,7,8,1
11278,7103,93748,7,10,3
11278,7103,108037,6,9,3
11278,13376,89880,6,10,4
11278,13376,90728,6,9,3
11278,13376,95956,5,10,5
11282,10734,111161,10,9,1
11282,21574,92005,8,8,0
11282,23962,99785,8,8,0
11288,32557,110912,4,10,6
11288,30337,107290,9,6,3
11320,11446,95953,10,9,1
11320,8811,107207,8,8,0
11320,14674,106519,7,10,3
11364,2634,105323,9,9,0
11371,10001,108052,10,10,0
11379,25373,58385,10,10,0
11382,1488,105323,8,9,1
11411,26218,63522,9,9,0
11411,26218,64045,6,6,0
11411,26218,77289,8,5,3
11411,13376,69995,8,8,0
11411,3943,70698,5,5,0
11411,15360,74937,7,7,0
11419,7576,110413,3,8,5
11419,7576,112641,8,8,0
11428,24481,73486,10,9,1
11428,16401,82096,10,8,2
11428,7292,70735,9,8,1
11428,7292,108052,10,9,1
11428,7292,111161,10,10,0
11428,23563,68646,10,10,0
11428,23563,71562,10,10,0
11428,23563,105695,9,10,1
11428,8050,74119,10,8,2
11432,7679,103776,7,8,1
11432,26209,110413,9,9,0
11432,20546,103064,9,10,1
11432,22286,110912,9,8,1
11432,8069,112462,6,6,0
11432,4302,102685,4,8,4
11432,26540,111503,8,10,2
11443,14346,110912,10,10,0
11445,19967,94291,8,8,0
11445,25404,93748,8,8,0
11445,20533,96256,8,6,2
11445,28146,97987,5,3,2
11445,35469,109642,8,8,0
11446,14133,108052,3,7,4
11446,18125,107048,10,8,2
11446,15711,100404,7,7,0
11455,1057,111161,10,10,0
11455,23798,113277,8,7,1
11461,124,110912,10,4,6
11461,2439,110413,10,10,0
11491,24277,107207,9,10,1
11491,14241,105236,10,10,0
11499,33160,99685,10,10,0
11499,15085,80455,9,8,1
11499,10579,111503,9,7,2
11506,26826,110912,10,10,0
11507,24991,113118,10,8,2
11507,26872,109040,10,10,0
11510,2461,81398,10,10,0
11510,26872,91042,8,4,4
11510,26872,99685,10,10,0
11510,26872,106677,9,7,2
11510,26872,111257,4,10,6
11510,26872,112641,9,9,0
11510,2657,85794,8,7,1
11510,2657,88680,7,9,2
11510,2657,90863,6,8,2
11510,2657,95497,9,8,1
11510,2657,101540,6,8,2
11510,2657,106226,6,7,1
11510,11547,81573,6,8,2
11510,11547,83907,7,8,1
11510,32232,94963,6,5,1
11510,10703,99365,5,9,4
11510,13887,88847,6,10,4
11510,23311,93870,5,10,5
11510,11009,86383,9,3,6
11510,11009,97165,6,8,2
11510,8050,92991,8,7,1
11510,20294,107207,10,9,1
11510,34242,106308,6,7,1
11510,23563,101507,9,9,0
11510,14436,83929,6,8,2
11510,2207,105226,6,8,2
11510,32597,85959,8,9,1
11510,1624,92086,4,6,2
11510,26253,104036,6,8,2
11523,18304,89686,4,6,2
11523,18304,93629,6,7,1
11523,7103,87800,7,8,1
11523,7103,95174,8,7,1
11523,7103,108394,10,6,4
11543,1115,104409,6,6,0
11543,3187,112817,10,7,3
11547,35197,102685,7,10,3
11547,8488,94012,6,8,2
11547,24041,106673,8,7,1
11559,28686,111257,8,8,0
11559,26902,100758,6,8,2
11559,24914,102070,1,6,5
11560,10734,109830,9,8,1
11560,16485,102926,8,9,1
11560,13376,104389,7,7,0
11593,34060,107207,10,10,0
11593,34060,109830,9,10,1
11593,18582,111282,6,8,2
11593,16250,96438,9,10,1
11593,28259,103241,8,9,1
11593,26872,107206,8,7,1
11599,17916,103956,6,5,1
11599,8512,103644,6,7,1
11599,15251,103874,7,6,1
11599,15251,110413,8,8,0
11599,13793,109506,9,10,1
11599,13793,111686,9,8,1
11599,33265,104070,7,7,0
11599,35380,107302,7,6,1
11599,6579,104452,8,7,1
11631,20770,107290,8,9,1
11643,13793,109506,7,10,3
11644,29425,112641,8,10,2
11644,29516,112818,7,7,0
11707,4302,105121,4,7,3
11707,23913,99472,6,7,1
11707,29043,112573,7,5,2
11707,4633,96734,4,10,6
11707,15163,110632,6,8,2
11707,1555,100258,7,9,2
11707,26902,94862,7,7,0
11707,26902,104036,5,8,3
11707,13376,109831,5,8,3
11707,29204,95294,5,7,2
11707,17801,102266,4,7,3
11707,13648,100318,5,6,1
11707,4246,103759,7,5,2
11707,8050,94964,7,8,1
11707,35176,95489,6,10,4
11707,11841,99703,5,6,1
11707,28968,106881,6,7,1
11707,20446,101798,4,8,4
11707,3943,97136,3,2,1
11707,35469,102592,4,7,3
11726,32880,108399,9,8,1
11734,27751,110912,8,6,2
11734,191,111161,8,9,1
11734,1486,108052,8,10,2
11741,29046,104257,10,8,2
11749,28621,112641,7,8,1
11749,34954,103874,6,6,0
11749,9236,113277,8,8,0
11749,13648,109836,7,8,1
11770,336,102926,10,10,0
11770,12292,105236,8,8,0
11770,33015,81398,10,8,2
11770,1490,79116,9,4,5
11770,1796,92965,10,8,2
11770,12375,93105,9,5,4
11770,28968,90329,8,8,0
11770,25404,100814,7,5,2
11770,13648,83169,8,4,4
11794,29906,92099,2,10,8
11794,15085,84805,5,6,1
11841,10955,97239,7,8,1
11841,19351,107048,5,6,1
11841,26893,84805,7,9,2
11841,8050,86979,6,8,2
11841,16806,86425,6,8,2
11841,11707,99703,6,5,1
11856,18705,97165,10,7,3
11865,34565,55031,9,8,1
11865,34565,72684,7,10,3
11865,34565,107207,9,10,1
11865,17801,105793,7,7,0
11865,19127,52618,8,7,1
11866,13793,95294,7,7,0
11888,24545,110912,9,9,0
11888,24481,102926,9,9,0
11891,18892,100133,9,6,3
11891,23215,93437,8,9,1
11891,12730,70511,8,9,1
11891,18235,103939,9,8,1
11891,8985,68638,8,10,2
11891,3292,91541,8,9,1
11891,15644,80437,7,8,1
11927,1449,111257,7,8,1
11927,10113,93748,5,6,1
11934,26263,79522,5,9,4
11934,24511,75686,4,8,4
11934,24511,79817,4,8,4
11936,7447,111161,10,10,0
11936,2333,112697,8,7,1
11936,28138,105643,8,1,7
11942,6184,111161,10,10,0
11942,17086,110912,10,9,1
11961,31157,100802,10,8,2
11961,35164,107290,9,7,2
11961,11599,104070,10,7,3
11978,32905,98382,6,6,0
11978,32905,102975,9,9,0
11978,32905,111280,6,6,0
11978,19372,99088,6,10,4
11978,23390,111161,9,8,1
11978,4667,102138,8,8,0
11978,17801,105417,7,8,1
11978,18785,108147,7,6,1
11993,24511,91790,7,7,0
11993,17801,110148,9,9,0
12003,19467,110413,6,8,2
12014,13376,87298,5,6,1
12059,15948,98635,8,8,0
12059,4246,92086,6,6,0
12102,14498,95765,10,9,1
12102,12903,113492,7,4,3
12115,35477,111503,10,6,4
12162,6427,109830,9,10,1
12162,8050,104029,7,8,1
12162,11009,102048,6,8,2
12170,21891,106308,9,10,1
12170,1540,113101,5,6,1
12190,35469,45061,8,8,0
12220,7093,105236,8,9,1
12220,7093,105695,10,10,0
12220,7093,108052,10,10,0
12220,7093,110413,8,8,0
12220,7093,110912,8,10,2
12220,7093,112471,8,9,1
12220,7093,112573,9,10,1
12220,7093,112641,9,10,1
12220,7093,113277,9,9,0
12220,33653,111161,10,9,1
12220,28968,109830,10,10,0
12220,28968,112384,7,10,3
12220,28914,107048,8,7,1
12220,15163,107818,8,8,0
12220,12364,108394,6,8,2
12220,13759,106519,8,10,2
12220,21908,112851,7,1,6
12220,16806,107808,7,8,1
12220,29148,107290,8,10,2
12220,16214,112508,4,6,2
12220,13206,104815,6,7,1
12220,2839,104952,7,8,1
12220,18304,106246,7,7,0
12220,957,109045,6,7,1
12220,25085,107617,8,8,0
12239,25658,101410,10,10,0
12239,35468,93776,9,5,4
12239,35468,101414,8,7,1
12239,20446,101921,8,9,1
12292,8780,109830,9,7,2
12292,8780,110413,10,8,2
12292,8780,110912,10,6,4
12292,8780,111161,10,10,0
12292,9006,113277,8,9,1
12292,15381,110475,7,10,3
12303,10652,102926,9,8,1
12303,12220,75314,10,7,3
12306,26977,110932,8,7,1
12306,15904,112471,7,8,1
12306,28138,108037,7,7,0
12306,14439,113118,6,10,4
12321,27125,112384,8,9,1
12321,29896,113492,7,7,0
12324,35176,81505,9,10,1
12348,10077,96895,9,8,1
12348,20700,112462,7,6,1
12348,35574,99487,8,9,1
12348,23106,93779,10,5,5
12348,17801,110148,10,9,1
12348,10579,89791,8,10,2
12348,34880,87803,9,9,0
12364,29629,103064,9,9,0
12364,12220,97937,9,9,0
12364,12220,105695,8,10,2
12364,12220,108052,8,10,2
12364,12220,108394,8,6,2
12364,12220,110413,9,8,1
12364,12220,112573,10,9,1
12364,34854,107207,9,9,0
12364,22519,111507,7,6,1
12364,34565,111495,8,10,2
12370,34565,97937,8,10,2
12375,24085,109686,8,10,2
12375,19033,101507,8,9,1
12420,23563,111161,10,10,0
12435,9883,93191,8,9,1
12435,12619,57058,8,10,2
12441,7790,110989,5,4,1
12441,26872,107362,7,7,0
12441,13793,99700,7,8,1
12459,20446,66728,5,6,1
12469,12619,67541,8,9,1
12469,30964,79095,7,7,0
12469,28669,66214,3,7,4
12469,28669,70246,4,8,4
12469,28669,75654,8,8,0
12469,28669,84654,7,8,1
12469,16226,80855,8,8,0
12469,32570,67411,8,8,0
12469,12239,67805,4,9,5
12469,3943,102687,3,5,2
12469,33303,75612,8,10,2
12469,33303,77711,10,10,0
12469,7292,92067,5,8,3
12469,13492,74695,8,7,1
12485,17165,107048,8,8,0
12501,33878,112851,8,7,1
12501,10579,104694,8,9,1
12501,35477,111282,7,7,0
12504,29149,99674,7,8,1
12504,29884,102926,8,9,1
12514,2439,111161,8,10,2
12514,14295,112573,8,10,2
12514,5483,113277,9,9,0
12522,8032,109830,9,8,1
12522,8032,111161,10,9,1
12534,9254,107048,9,9,0
12534,9790,109707,10,9,1
12564,19240,112471,7,9,2
12572,7183,95765,8,10,2
12572,13937,108052,10,7,3
12572,34854,113071,5,5,0
12572,16716,93058,9,8,1
12587,211,111686,4,10,6
12587,13622,103956,4,6,2
12587,18335,93629,9,8,1
12587,18335,95742,8,7,1
12587,18335,101917,4,6,2
12587,28146,93507,8,4,4
12587,20533,104029,6,7,1
12587,13376,95956,8,10,2
12591,17724,110475,10,10,0
12591,17724,112896,10,10,0
12619,827,62136,10,8,2
12619,1134,67445,10,5,5
12619,13617,96283,9,9,0
12619,13793,69762,9,10,1
12619,13793,83907,9,7,2
12619,7103,61107,8,5,3
12619,7103,65112,7,5,2
12619,28669,58604,10,10,0
12619,28669,84335,5,10,5
12619,28669,87995,7,8,1
12619,32570,67541,9,8,1
12619,4723,58430,10,8,2
12619,4723,92593,10,8,2
12619,11009,76740,10,9,1
12619,24897,94625,9,7,2
12619,12469,58138,9,10,1
12619,22628,59719,9,6,3
12619,1621,80388,9,7,2
12619,12239,71129,10,10,0
12619,27603,65234,10,8,2
12619,9246,67334,8,6,2
12619,21230,61996,7,7,0
12619,21230,99365,10,5,5
12619,35469,62138,10,7,3
12645,1057,109830,8,8,0
12645,25906,112573,8,10,2
12645,6130,100802,8,10,2
12652,9932,110475,8,7,1
12652,9932,113497,7,8,1
12652,32010,106770,7,7,0
12652,32010,109686,9,7,2
12652,32010,112462,4,4,0
12652,26872,111070,7,9,2
12652,17801,107614,8,9,1
12652,10579,111301,3,10,7
12652,10579,113492,4,6,2
12717,18705,110527,8,7,1
12730,27156,111161,10,10,0
12730,19844,109830,10,9,1
12730,4623,110322,7,10,3
12730,25822,112641,8,9,1
12730,1170,112471,9,8,1
12730,16716,112461,8,8,0
12742,26903,109506,9,8,1
12742,13376,105435,9,7,2
12760,17110,56923,5,8,3
12770,31027,109831,7,6,1
12770,4667,107818,8,8,0
12786,8566,113277,7,9,2
12786,19614,112471,10,8,2
12807,13088,103978,6,6,0
12807,13088,106246,7,7,0
12833,13236,100114,5,8,3
12833,34429,101764,4,6,2
12850,15085,101540,9,9,0
12860,6376,110413,8,9,1
12860,9054,99685,8,9,1
12860,15784,112471,8,10,2
12860,19240,95765,8,9,1
12864,7447,111161,10,10,0
12875,1046,110413,9,9,0
12893,28160,70666,7,7,0
12893,17946,70379,9,7,2
12893,13648,106918,7,7,0
12903,22471,101540,7,8,1
12903,4529,103064,9,9,0
12903,20546,111282,7,8,1
12903,26902,99653,8,8,0
12903,26902,99685,9,10,1
12903,26902,102926,9,10,1
12903,26902,107290,8,10,2
12903,26902,110357,10,10,0
12903,19372,106977,8,9,1
12903,13376,99871,7,6,1
12903,13376,100403,8,7,1
12903,13376,100502,5,9,4
12903,13376,102685,8,7,1
12903,13376,103644,6,5,1
12903,13376,107211,6,5,1
12903,13376,112384,7,8,1
12903,13376,113492,4,8,4
12903,4667,99365,6,5,1
12903,4667,108550,7,9,2
12903,4667,113627,8,7,1
12903,8760,110475,7,7,0
12903,13793,104692,5,7,2
12903,11978,102975,7,9,2
12903,13648,105327,8,8,0
12903,4973,104265,7,6,1
12928,33117,105236,7,9,2
12928,1449,111257,8,8,0
12928,27824,105435,6,10,4
12928,20586,99371,4,8,4
12928,13376,111255,2,7,5
12928,17801,103855,3,8,5
12953,15906,91790,8,9,1
12953,7790,90142,8,6,2
12953,11707,84945,6,4,2
12965,15525,110912,9,6,3
12965,35469,71129,7,8,1
12996,21230,94011,8,7,1
12996,28669,86197,8,8,0
13013,8050,73486,9,8,1
13014,19581,113247,10,7,3
13014,22368,103639,8,8,0
13021,2684,81505,10,10,0
13021,12645,93058,10,7,3
13021,20062,113101,10,8,2
13038,4667,108052,9,8,1
13043,29148,107290,7,10,3
13043,31096,76740,8,7,1
13059,20956,111161,10,10,0
13059,24613,113277,10,9,1
13059,25058,110322,10,8,2
13061,15152,103064,10,10,0
13061,16225,107048,9,8,1
13084,27909,95765,10,8,2
13088,12807,103978,6,6,0
13088,12807,106246,7,7,0
13088,25404,111503,7,9,2
13121,33653,102926,9,9,0
13121,33653,105236,8,8,0
13121,2136,87469,5,8,3
13121,12102,88847,7,10,3
13121,12102,95765,10,10,0
13121,17800,92005,8,7,1
13121,17800,92099,8,6,2
13121,2867,99611,9,8,1
13121,21519,90728,5,7,2
13138,24561,111161,10,8,2
13138,34277,112818,8,7,1
13146,4123,85407,8,8,0
13158,25404,80120,8,6,2
13206,27866,107614,6,8,2
13206,24477,111503,8,4,4
